Trade_ID,Date,Bar_Number,Strategy_State,Ticker,Decision,Decision_Reason,Indicator_ADX,Indicator_EMA_fast,Indicator_EMA_slow,Threshold_adx_threshold_high,Threshold_adx_threshold_low,Order_Type,Shares,Fill_Price,Position_Value,Slippage,Commission,Portfolio_Value_Before,Portfolio_Value_After,Cash_Before,Cash_After,Allocation_Before,Allocation_After,Cumulative_Return_Pct
22,2010-08-22 22:00:00,425,Liquidating TQQQ position (regime change),TQQQ,SELL,"EMA_fast < EMA_slow, ADX=30.39 (Strong trend)",30.39182081690107,45.43406969614038,45.45112641958299,25.0,20.0,MARKET,11616,0.437686875,5084.17074,0.0,116.16,8592.75971912,8471.51045912,3503.49971912,8471.51045912,"CASH: 40.8%, TQQQ: 59.2%",CASH: 100.0%,-15.2848954088
23,2010-09-12 22:00:00,465,"Regime 1: Strong Bullish (ADX > 25, EMA_fast > EMA_slow)",TQQQ,BUY,"EMA_fast > EMA_slow, ADX=35.47 (Strong trend)",35.467139015508,45.50706464765383,45.48713507443246,25.0,20.0,MARKET,10276,0.485119635,4985.08936926,0.0,102.76,8471.51045912,8363.77034986,8471.51045912,3383.66108986,CASH: 100.0%,"CASH: 40.5%, TQQQ: 59.5%",-16.3622965014
24,2010-10-11 22:00:00,526,"Regime 2: Building Bullish (20 < ADX <= 25, EMA_fast > EMA_slow)",TQQQ,SELL,"EMA_fast > EMA_slow, ADX=23.57 (Building trend)",23.572752872869458,48.823156980688175,47.50888993514778,25.0,20.0,MARKET,10276,0.591127281,6074.423939556,0.0,102.76,9464.16553386,9355.325029416,3383.66108986,9355.325029416,"CASH: 35.8%, TQQQ: 64.2%",CASH: 100.0%,-6.44674970584
25,2010-10-11 22:00:00,526,"Regime 2: Building Bullish (20 < ADX <= 25, EMA_fast > EMA_slow)",TQQQ,BUY,"EMA_fast > EMA_slow, ADX=23.57 (Building trend)",23.572752872869458,48.823156980688175,47.50888993514778,25.0,20.0,MARKET,4664,0.592310719,2762.537193416,0.0,46.64,9355.325029416,9305.925252,9355.325029416,6546.147836,CASH: 100.0%,"CASH: 70.3%, TQQQ: 29.7%",-6.94074748
26,2010-10-14 22:00:00,535,"Regime 1: Strong Bullish (ADX > 25, EMA_fast > EMA_slow)",TQQQ,SELL,"EMA_fast > EMA_slow, ADX=26.36 (Strong trend)",26.362514872773374,49.34901170687384,47.95655499416613,25.0,20.0,MARKET,4664,0.615217167,2869.372866888,0.0,46.64,9418.392948,9368.880702888,6546.147836,9368.880702888,"CASH: 69.5%, TQQQ: 30.5%",CASH: 100.0%,-6.31119297112
27,2010-10-14 22:00:00,535,"Regime 1: Strong Bullish (ADX > 25, EMA_fast > EMA_slow)",TQQQ,BUY,"EMA_fast > EMA_slow, ADX=26.36 (Strong trend)",26.362514872773374,49.34901170687384,47.95655499416613,25.0,20.0,MARKET,8982,0.616448833,5536.943418006,0.0,89.82,9368.880702888,9273.529290882,9368.880702888,3742.117284882,CASH: 100.0%,"CASH: 40.4%, TQQQ: 59.6%",-7.26470709118
28,2010-10-20 22:00:00,547,"Regime 2: Building Bullish (20 < ADX <= 25, EMA_fast > EMA_slow)",TQQQ,SELL,"EMA_fast > EMA_slow, ADX=24.61 (Building trend)",24.607030459552295,49.94378720912601,48.39486887072182,25.0,20.0,MARKET,8982,0.642170187,5767.972619634,0.0,89.82,9515.863650882,9420.269904516,3742.117284882,9420.269904516,"CASH: 39.3%, TQQQ: 60.7%",CASH: 100.0%,-5.79730095484
29,2010-10-20 22:00:00,547,"Regime 2: Building Bullish (20 < ADX <= 25, EMA_fast > EMA_slow)",TQQQ,BUY,"EMA_fast > EMA_slow, ADX=24.61 (Building trend)",24.607030459552295,49.94378720912601,48.39486887072182,25.0,20.0,MARKET,4329,0.643455813,2785.520214477,0.0,43.29,9420.269904516,9374.197167039,9420.269904516,6591.459690039,CASH: 100.0%,"CASH: 70.3%, TQQQ: 29.7%",-6.25802832961
30,2010-10-24 22:00:00,553,"Regime 1: Strong Bullish (ADX > 25, EMA_fast > EMA_slow)",TQQQ,SELL,"EMA_fast > EMA_slow, ADX=25.79 (Strong trend)",25.78793534075204,50.27764396028667,48.740908012433856,25.0,20.0,MARKET,4329,0.659236104,2853.833094216,0.0,43.29,9448.149474039,9402.002784255,6591.459690039,9402.002784255,"CASH: 69.8%, TQQQ: 30.2%",CASH: 100.0%,-5.97997215745
31,2010-10-24 22:00:00,553,"Regime 1: Strong Bullish (ADX > 25, EMA_fast > EMA_slow)",TQQQ,BUY,"EMA_fast > EMA_slow, ADX=25.79 (Strong trend)",25.78793534075204,50.27764396028667,48.740908012433856,25.0,20.0,MARKET,8421,0.660555896,5562.541200216,0.0,84.21,9402.002784255,9312.235800039,9402.002784255,3755.251584039,CASH: 100.0%,"CASH: 40.3%, TQQQ: 59.7%",-6.87764199961
32,2010-10-25 22:00:00,556,"Regime 2: Building Bullish (20 < ADX <= 25, EMA_fast > EMA_slow)",TQQQ,SELL,"EMA_fast > EMA_slow, ADX=24.35 (Building trend)",24.346999531287935,50.444041737524415,48.8517542277019,25.0,20.0,MARKET,8421,0.667977354,5625.037298034,0.0,84.21,9385.919550039,9296.078882073,3755.251584039,9296.078882073,"CASH: 40.0%, TQQQ: 60.0%",CASH: 100.0%,-7.03921117927
33,2010-10-25 22:00:00,556,"Regime 2: Building Bullish (20 < ADX <= 25, EMA_fast > EMA_slow)",TQQQ,BUY,"EMA_fast > EMA_slow, ADX=24.35 (Building trend)",24.346999531287935,50.444041737524415,48.8517542277019,25.0,20.0,MARKET,4109,0.669314646,2750.213880414,0.0,41.09,9296.078882073,9252.241415659,9296.078882073,6504.775001659,CASH: 100.0%,"CASH: 70.3%, TQQQ: 29.7%",-7.47758584341
34,2010-10-31 22:00:00,568,"Regime 1: Strong Bullish (ADX > 25, EMA_fast > EMA_slow)",TQQQ,SELL,"EMA_fast > EMA_slow, ADX=25.89 (Strong trend)",25.886519273427442,51.03188089946458,49.40169936538253,25.0,20.0,MARKET,4109,0.67833099,2787.26203791,0.0,41.09,9294.827091659,9250.947039569,6504.775001659,9250.947039569,"CASH: 70.0%, TQQQ: 30.0%",CASH: 100.0%,-7.49052960431
35,2010-10-31 22:00:00,568,"Regime 1: Strong Bullish (ADX > 25, EMA_fast > EMA_slow)",TQQQ,BUY,"EMA_fast > EMA_slow, ADX=25.89 (Strong trend)",25.886519273427442,51.03188089946458,49.40169936538253,25.0,20.0,MARKET,8055,0.67968901,5474.89497555,0.0,80.55,9250.947039569,9164.927614019,9250.947039569,3695.502064019,CASH: 100.0%,"CASH: 40.3%, TQQQ: 59.7%",-8.35072385981
36,2010-11-23 22:00:00,619,"Regime 2: Building Bullish (20 < ADX <= 25, EMA_fast > EMA_slow)",TQQQ,SELL,"EMA_fast > EMA_slow, ADX=24.98 (Building trend)",24.97888562918732,52.38067052721519,50.96431553764142,25.0,20.0,MARKET,8055,0.670422906,5400.25650783,0.0,80.55,9101.164234019,9015.208571849,3695.502064019,9015.208571849,"CASH: 40.6%, TQQQ: 59.4%",CASH: 100.0%,-9.84791428151
37,2010-11-23 22:00:00,619,"Regime 2: Building Bullish (20 < ADX <= 25, EMA_fast > EMA_slow)",TQQQ,BUY,"EMA_fast > EMA_slow, ADX=24.98 (Building trend)",24.97888562918732,52.38067052721519,50.96431553764142,25.0,20.0,MARKET,3970,0.671765094,2666.90742318,0.0,39.7,9015.208571849,8972.844328669,9015.208571849,6308.601148669,CASH: 100.0%,"CASH: 70.3%, TQQQ: 29.7%",-10.27155671331
38,2010-11-30 22:00:00,631,Liquidating TQQQ position (regime change),TQQQ,SELL,"EMA_fast > EMA_slow, ADX=19.30 (Weak trend)",19.30230967438599,52.490060661432864,51.34641407605936,25.0,20.0,MARKET,3970,0.669746583,2658.89393451,0.0,39.7,8970.156638669,8927.795083179,6308.601148669,8927.795083179,"CASH: 70.3%, TQQQ: 29.7%",CASH: 100.0%,-10.72204916821
39,2010-11-30 22:00:00,631,"Regime 5: Weak Bullish (ADX <= 20, EMA_fast > EMA_slow)",QQQ,BUY,"EMA_fast > EMA_slow, ADX=19.30 (Weak trend)",19.30230967438599,52.490060661432864,51.34641407605936,25.0,20.0,MARKET,83,53.24319,4419.18477,0.0,0.83,8927.795083179,8922.550313179,8927.795083179,4507.780313179,CASH: 100.0%,"CASH: 50.5%, QQQ: 49.5%",-10.77449686821
40,2010-12-02 22:00:00,637,Liquidating QQQ position (regime change),QQQ,SELL,"EMA_fast > EMA_slow, ADX=20.07 (Building trend)",20.070246052943503,52.72914725022582,51.566287507673636,25.0,20.0,MARKET,83,53.81613,4466.73879,0.0,0.83,8978.990313179,8973.689103179,4507.780313179,8973.689103179,"CASH: 50.2%, QQQ: 49.8%",CASH: 100.0%,-10.26310896821
41,2010-12-02 22:00:00,637,"Regime 2: Building Bullish (20 < ADX <= 25, EMA_fast > EMA_slow)",TQQQ,BUY,"EMA_fast > EMA_slow, ADX=20.07 (Building trend)",20.070246052943503,52.72914725022582,51.566287507673636,25.0,20.0,MARKET,3608,0.736830094,2658.482979152,0.0,36.08,8973.689103179,8934.953276027,8973.689103179,6279.126124027,CASH: 100.0%,"CASH: 70.3%, TQQQ: 29.7%",-10.65046723973
42,2010-12-08 22:00:00,649,"Regime 1: Strong Bullish (ADX > 25, EMA_fast > EMA_slow)",TQQQ,SELL,"EMA_fast > EMA_slow, ADX=26.75 (Strong trend)",26.752503492250174,53.150597504335146,52.037139502089495,25.0,20.0,MARKET,3608,0.750811437,2708.927664696,0.0,36.08,8990.765428027,8951.973788723,6279.126124027,8951.973788723,"CASH: 69.8%, TQQQ: 30.2%",CASH: 100.0%,-10.48026211277
43,2010-12-08 22:00:00,649,"Regime 1: Strong Bullish (ADX > 25, EMA_fast > EMA_slow)",TQQQ,BUY,"EMA_fast > EMA_slow, ADX=26.75 (Strong trend)",26.752503492250174,53.150597504335146,52.037139502089495,25.0,20.0,MARKET,7052,0.752314563,5305.322298276,0.0,70.52,8951.973788723,8876.153766447,8951.973788723,3576.131490447,CASH: 100.0%,"CASH: 40.3%, TQQQ: 59.7%",-11.23846233553
44,2010-12-22 22:00:00,679,"Regime 2: Building Bullish (20 < ADX <= 25, EMA_fast > EMA_slow)",TQQQ,SELL,"EMA_fast > EMA_slow, ADX=23.78 (Building trend)",23.778860676602235,54.07042348139487,52.9464031877979,25.0,20.0,MARKET,7052,0.78697224,5549.72823648,0.0,70.52,9131.415010447,9055.339726927,3576.131490447,9055.339726927,"CASH: 39.2%, TQQQ: 60.8%",CASH: 100.0%,-9.44660273073
45,2010-12-22 22:00:00,679,"Regime 2: Building Bullish (20 < ADX <= 25, EMA_fast > EMA_slow)",TQQQ,BUY,"EMA_fast > EMA_slow, ADX=23.78 (Building trend)",23.778860676602235,54.07042348139487,52.9464031877979,25.0,20.0,MARKET,3405,0.78854776,2685.0051228,0.0,34.05,9055.339726927,9018.607404127,9055.339726927,6336.284604127,CASH: 100.0%,"CASH: 70.3%, TQQQ: 29.7%",-9.81392595873
46,2010-12-30 22:00:00,694,"Regime 1: Strong Bullish (ADX > 25, EMA_fast > EMA_slow)",TQQQ,SELL,"EMA_fast > EMA_slow, ADX=26.53 (Strong trend)",26.528185952149478,54.30216521281441,53.28832494950337,25.0,20.0,MARKET,3405,0.776046177,2642.437232685,0.0,34.05,8981.366919127,8944.671836812,6336.284604127,8944.671836812,"CASH: 70.5%, TQQQ: 29.5%",CASH: 100.0%,-10.55328163188
47,2010-12-30 22:00:00,694,"Regime 1: Strong Bullish (ADX > 25, EMA_fast > EMA_slow)",TQQQ,BUY,"EMA_fast > EMA_slow, ADX=26.53 (Strong trend)",26.528185952149478,54.30216521281441,53.28832494950337,25.0,20.0,MARKET,6820,0.777599823,5303.23079286,0.0,68.2,8944.671836812,8871.173903952,8944.671836812,3573.241043952,CASH: 100.0%,"CASH: 40.3%, TQQQ: 59.7%",-11.28826096048
48,2011-01-09 22:00:00,712,"Regime 2: Building Bullish (20 < ADX <= 25, EMA_fast > EMA_slow)",TQQQ,SELL,"EMA_fast > EMA_slow, ADX=24.13 (Building trend)",24.12611795345016,54.958174166757516,53.98335888152949,25.0,20.0,MARKET,6820,0.829482687,5657.07192534,0.0,68.2,9235.975703952,9162.112969292,3573.241043952,9162.112969292,"CASH: 38.7%, TQQQ: 61.3%",CASH: 100.0%,-8.37887030708
49,2011-01-09 22:00:00,712,"Regime 2: Building Bullish (20 < ADX <= 25, EMA_fast > EMA_slow)",TQQQ,BUY,"EMA_fast > EMA_slow, ADX=24.13 (Building trend)",24.12611795345016,54.958174166757516,53.98335888152949,25.0,20.0,MARKET,3270,0.831143313,2717.83863351,0.0,32.7,9162.112969292,9126.697845782,9162.112969292,6411.574335782,CASH: 100.0%,"CASH: 70.3%, TQQQ: 29.7%",-8.73302154218
50,2011-01-11 22:00:00,718,"Regime 1: Strong Bullish (ADX > 25, EMA_fast > EMA_slow)",TQQQ,SELL,"EMA_fast > EMA_slow, ADX=25.84 (Strong trend)",25.835965845803507,55.21220366724058,54.10613278104581,25.0,20.0,MARKET,3270,0.842542614,2755.11434778,0.0,32.7,9169.446555782,9133.988683562,6411.574335782,9133.988683562,"CASH: 69.9%, TQQQ: 30.1%",CASH: 100.0%,-8.66011316438
51,2011-01-11 22:00:00,718,"Regime 1: Strong Bullish (ADX > 25, EMA_fast > EMA_slow)",TQQQ,BUY,"EMA_fast > EMA_slow, ADX=25.84 (Strong trend)",25.835965845803507,55.21220366724058,54.10613278104581,25.0,20.0,MARKET,6421,0.844229386,5420.796887506,0.0,64.21,9133.988683562,9064.363302056,9133.988683562,3648.981796056,CASH: 100.0%,"CASH: 40.3%, TQQQ: 59.7%",-9.35636697944
52,2011-01-23 22:00:00,739,"Regime 2: Building Bullish (20 < ADX <= 25, EMA_fast > EMA_slow)",TQQQ,SELL,"EMA_fast > EMA_slow, ADX=24.48 (Building trend)",24.481955415399575,55.833258731294286,54.80122829758752,25.0,20.0,MARKET,6421,0.819128052,5259.621221892,0.0,64.21,8913.867904056,8844.393017948,3648.981796056,8844.393017948,"CASH: 40.9%, TQQQ: 59.1%",CASH: 100.0%,-11.55606982052
53,2011-01-23 22:00:00,739,"Regime 2: Building Bullish (20 < ADX <= 25, EMA_fast > EMA_slow)",TQQQ,BUY,"EMA_fast > EMA_slow, ADX=24.48 (Building trend)",24.481955415399575,55.833258731294286,54.80122829758752,25.0,20.0,MARKET,3196,0.820767948,2623.174361808,0.0,31.96,8844.393017948,8809.81246414,8844.393017948,6189.25865614,CASH: 100.0%,"CASH: 70.3%, TQQQ: 29.7%",-11.9018753586
54,2011-01-26 22:00:00,745,"Regime 1: Strong Bullish (ADX > 25, EMA_fast > EMA_slow)",TQQQ,SELL,"EMA_fast > EMA_slow, ADX=26.76 (Strong trend)",26.755777680983076,56.1031487478253,55.07785085822523,25.0,20.0,MARKET,3196,0.86913,2777.73948,0.0,31.96,8969.77865614,8935.03813614,6189.25865614,8935.03813614,"CASH: 69.0%, TQQQ: 31.0%",CASH: 100.0%,-10.6496186386
55,2011-01-26 22:00:00,745,"Regime 1: Strong Bullish (ADX > 25, EMA_fast > EMA_slow)",TQQQ,BUY,"EMA_fast > EMA_slow, ADX=26.76 (Strong trend)",26.755777680983076,56.1031487478253,55.07785085822523,25.0,20.0,MARKET,6092,0.87087,5305.34004,0.0,60.92,8935.03813614,8868.81809614,8935.03813614,3568.77809614,CASH: 100.0%,"CASH: 40.2%, TQQQ: 59.8%",-11.3118190386
56,2011-01-31 22:00:00,754,"Regime 2: Building Bullish (20 < ADX <= 25, EMA_fast > EMA_slow)",TQQQ,SELL,"EMA_fast > EMA_slow, ADX=24.22 (Building trend)",24.216793481598476,56.15728078973729,55.29027041944696,25.0,20.0,MARKET,6092,0.831250917,5063.980586364,0.0,60.92,8637.82773214,8571.838682504,3568.77809614,8571.838682504,"CASH: 41.3%, TQQQ: 58.7%",CASH: 100.0%,-14.28161317496
57,2011-01-31 22:00:00,754,"Regime 2: Building Bullish (20 < ADX <= 25, EMA_fast > EMA_slow)",TQQQ,BUY,"EMA_fast > EMA_slow, ADX=24.22 (Building trend)",24.216793481598476,56.15728078973729,55.29027041944696,25.0,20.0,MARKET,3053,0.832915083,2542.889748399,0.0,30.53,8571.838682504,8538.768333105,8571.838682504,5998.418934105,CASH: 100.0%,"CASH: 70.2%, TQQQ: 29.8%",-14.61231666895
58,2011-02-03 22:00:00,763,Liquidating TQQQ position (regime change),TQQQ,SELL,"EMA_fast > EMA_slow, ADX=18.30 (Weak trend)",18.30154348926208,56.41316353612394,55.50350627784647,25.0,20.0,MARKET,3053,0.876414708,2675.694103524,0.0,30.53,8676.791410105,8643.583037629,5998.418934105,8643.583037629,"CASH: 69.1%, TQQQ: 30.9%",CASH: 100.0%,-13.56416962371
59,2011-02-03 22:00:00,763,"Regime 5: Weak Bullish (ADX <= 20, EMA_fast > EMA_slow)",QQQ,BUY,"EMA_fast > EMA_slow, ADX=18.30 (Weak trend)",18.30154348926208,56.41316353612394,55.50350627784647,25.0,20.0,MARKET,75,57.432375,4307.428125,0.0,0.75,8643.583037629,8638.529912629,8643.583037629,4335.404912629,CASH: 100.0%,"CASH: 50.2%, QQQ: 49.8%",-13.61470087371
60,2011-02-08 22:00:00,772,Liquidating QQQ position (regime change),QQQ,SELL,"EMA_fast > EMA_slow, ADX=20.89 (Building trend)",20.890149281758298,56.78983824508526,55.64981949449148,25.0,20.0,MARKET,75,57.87207,4340.40525,0.0,0.75,8680.154912629,8675.060162629,4335.404912629,8675.060162629,"CASH: 49.9%, QQQ: 50.1%",CASH: 100.0%,-13.24939837371
61,2011-02-08 22:00:00,772,"Regime 2: Building Bullish (20 < ADX <= 25, EMA_fast > EMA_slow)",TQQQ,BUY,"EMA_fast > EMA_slow, ADX=20.89 (Building trend)",20.890149281758298,56.78983824508526,55.64981949449148,25.0,20.0,MARKET,2786,0.92493401,2576.86615186,0.0,27.86,8675.060162629,8644.625870769,8675.060162629,6070.334010769,CASH: 100.0%,"CASH: 70.2%, TQQQ: 29.8%",-13.55374129231
