Date,Regime,Trend,Vol,Portfolio_Total_Value,Portfolio_Day_Change_Pct,Portfolio_Overall_Return,Portfolio_PL_Percent,Baseline_QQQ_Value,Baseline_QQQ_Return_Pct,Cash,BuyHold_QQQ_Value,QQQ_Qty,QQQ_Value,TMF_Qty,TMF_Value,TMV_Qty,TMV_Value,TQQQ_Qty,TQQQ_Value,Ind_Bond_SMA_fast,Ind_Bond_SMA_slow,Ind_SMA_fast,Ind_SMA_slow,Ind_T_norm,Ind_vol_crush,Ind_z_score
2010-01-27,Cell_1,BullStrong,Low,9852.39,0.3064,-1.4761,-1.4761,9629.47,-3.7053,6008.19,9629.47,86,3844.20,0,0.00,0,0.00,0,0.00,90.608500,93.297667,45.126300,42.223107,0.087757,0.000000,-0.401208
2010-01-28,Cell_3,Sideways,Low,9748.51,-1.0544,-2.5149,-2.5149,9381.73,-6.1827,1953.06,9381.73,179,7795.45,0,0.00,0,0.00,0,0.00,90.544500,93.169667,45.126050,42.285821,-0.192035,0.000000,-0.028304
2010-01-29,Cell_3,Sideways,Low,9612.47,-1.3955,-3.8753,-3.8753,9218.01,-7.8199,1953.06,9218.01,179,7659.41,0,0.00,0,0.00,0,0.00,90.628500,93.072333,45.095550,42.342036,-0.529682,0.000000,0.129027
2010-02-01,Cell_3,Sideways,Low,9696.60,0.8752,-3.0340,-3.0340,9319.26,-6.8074,1953.06,9319.26,179,7743.54,0,0.00,0,0.00,0,0.00,90.628500,93.072333,45.075300,42.396821,-0.741696,0.000000,0.258238
2010-02-02,Cell_3,Sideways,Low,9766.41,0.7199,-2.3359,-2.3359,9403.27,-5.9673,1953.06,9403.27,179,7813.35,0,0.00,0,0.00,0,0.00,90.666500,92.997500,45.069300,42.453464,-0.858210,0.000000,0.345917
2010-02-03,Cell_3,Sideways,Low,9809.37,0.4399,-1.9063,-1.9063,9454.98,-5.4502,1953.06,9454.98,179,7856.31,0,0.00,0,0.00,0,0.00,90.698500,92.894167,45.063550,42.503250,-0.896004,0.000000,0.218010
2010-02-04,Cell_3,Sideways,Low,9582.04,-2.3175,-4.1796,-4.1796,9181.39,-8.1861,1953.06,9181.39,179,7628.98,0,0.00,0,0.00,0,0.00,90.801000,92.838500,45.031300,42.543321,-1.000000,0.000000,0.730248
2010-02-05,Cell_3,Sideways,Low,9646.48,0.6725,-3.5352,-3.5352,9258.94,-7.4106,1953.06,9258.94,179,7693.42,0,0.00,0,0.00,0,0.00,90.884000,92.793500,45.014750,42.582036,-1.000000,0.000000,0.857073
2010-02-08,Cell_3,Sideways,Low,9590.99,-0.5752,-4.0901,-4.0901,9192.16,-8.0784,1953.06,9192.16,179,7637.93,0,0.00,0,0.00,0,0.00,90.884000,92.793500,44.979500,42.615964,-1.000000,0.000000,0.880463
2010-02-09,Cell_3,Sideways,Low,9669.75,0.8212,-3.3025,-3.3025,9286.95,-7.1305,1953.06,9286.95,179,7716.69,0,0.00,0,0.00,0,0.00,90.948500,92.722333,44.949750,42.651179,-1.000000,0.000000,0.948300
2010-02-10,Cell_3,Sideways,Low,9653.64,-0.1666,-3.4636,-3.4636,9267.56,-7.3244,1953.06,9267.56,179,7700.58,0,0.00,0,0.00,0,0.00,90.944500,92.615500,44.922000,42.683464,-1.000000,0.000000,0.974282
2010-02-11,Cell_4,Sideways,High,9711.51,0.5994,-2.8849,-2.8849,9407.58,-5.9242,6420.51,9407.58,0,0.00,0,0.00,4,3291.00,0,0.00,90.976500,92.510167,44.900000,42.714321,-1.000000,0.000000,1.160326
2010-02-12,Cell_4,Sideways,High,9711.51,0.0000,-2.8849,-2.8849,9426.97,-5.7303,6420.51,9426.97,0,0.00,0,0.00,4,3291.00,0,0.00,91.019500,92.418833,44.886500,42.747964,-1.000000,0.000000,1.027343
2010-02-16,Cell_4,Sideways,High,9800.51,0.9164,-1.9949,-1.9949,9547.61,-4.5239,6420.51,9547.61,0,0.00,0,0.00,4,3380.00,0,0.00,91.019500,92.418833,44.885500,42.783464,-0.824681,0.000000,1.202745
2010-02-17,Cell_4,Sideways,High,9841.51,0.4183,-1.5849,-1.5849,9601.46,-3.9854,6420.51,9601.46,0,0.00,0,0.00,4,3421.00,0,0.00,91.021500,92.325167,44.904250,42.822679,-0.621426,0.000000,1.183333
2010-02-18,Cell_4,Sideways,High,9788.51,-0.5385,-2.1149,-2.1149,9661.78,-3.3822,6420.51,9661.78,0,0.00,0,0.00,4,3368.00,0,0.00,90.954000,92.224667,44.914000,42.862107,-0.399528,0.000000,1.005442
2010-02-19,Cell_4,Sideways,High,9788.51,0.0000,-2.1149,-2.1149,9657.48,-3.4252,6420.51,9657.48,0,0.00,0,0.00,4,3368.00,0,0.00,90.963000,92.124667,44.910750,42.899679,-0.202582,0.000000,0.882836
2010-02-22,Cell_4,Sideways,High,9664.01,-1.2719,-3.3599,-3.3599,9638.09,-3.6191,6420.51,9638.09,0,0.00,0,0.00,4,3243.50,0,0.00,90.963000,92.124667,44.898500,42.937464,-0.058679,0.000000,0.835457
2010-02-23,Cell_3,Sideways,Low,9625.33,-0.4002,-3.7467,-3.7467,9513.14,-4.8686,79.61,9513.14,173,7639.68,0,0.00,0,0.00,8289,1906.04,90.960500,92.059000,44.863500,42.966893,-0.026320,1.000000,0.254932
2010-02-24,Cell_3,Sideways,Low,9704.47,0.8222,-2.9553,-2.9553,9610.08,-3.8992,79.61,9610.08,173,7717.53,0,0.00,0,0.00,8289,1907.33,90.941000,91.974167,44.829250,42.999536,0.048506,0.000000,0.341330
2010-02-25,Cell_1,BullStrong,Low,9585.33,-1.2277,-4.1467,-4.1467,9607.93,-3.9207,0.04,9607.93,87,3880.20,0,0.00,0,0.00,24560,5705.09,90.914000,91.925833,44.788750,43.034321,0.097484,0.000000,0.344274
2010-02-26,Cell_1,BullStrong,Low,9599.25,0.1452,-4.0075,-4.0075,9642.40,-3.5760,0.04,9642.40,87,3894.12,0,0.00,0,0.00,24560,5705.09,90.889500,91.899667,44.757000,43.072750,0.144208,0.000000,0.306054
2010-03-01,Cell_1,BullStrong,Low,9962.16,3.7806,-0.3784,-0.3784,9782.42,-2.1758,0.04,9782.42,87,3950.67,0,0.00,0,0.00,24560,6011.45,90.889500,91.899667,44.738000,43.112250,0.264657,1.000000,-0.209040
2010-03-02,Cell_1,BullStrong,Low,9978.81,0.1671,-0.2119,-0.2119,9812.58,-1.8742,0.04,9812.58,87,3962.85,0,0.00,0,0.00,24560,6015.92,90.850500,91.866000,44.733000,43.154750,0.373159,1.000000,-0.620818
2010-03-03,Cell_1,BullStrong,Low,10061.83,0.8319,0.6183,0.6183,9823.35,-1.7665,0.04,9823.35,87,3967.20,0,0.00,0,0.00,24560,6094.59,90.819500,91.827000,44.712500,43.200036,0.464783,1.000000,-0.683918
2010-03-04,Cell_1,BullStrong,Low,10357.56,2.9392,3.5756,3.5756,9855.67,-1.4433,0.04,9855.67,87,3980.25,0,0.00,0,0.00,24560,6377.27,90.815000,91.797000,44.695750,43.242036,0.558001,1.000000,-0.723831
2010-03-05,Cell_1,BullStrong,Low,10417.59,0.5796,4.1759,4.1759,10004.31,0.0431,0.04,10004.31,87,4040.28,0,0.00,0,0.00,24560,6377.27,90.753000,91.740500,44.703250,43.287393,0.730098,1.000000,-0.554388
2010-03-08,Cell_1,BullStrong,Low,10557.83,1.3461,5.5783,5.5783,10023.70,0.2370,0.04,10023.70,87,4048.11,0,0.00,0,0.00,24560,6509.68,90.753000,91.740500,44.712250,43.336679,0.877411,1.000000,-1.898303
2010-03-09,Cell_1,BullStrong,Low,10744.19,1.7652,7.4419,7.4419,10079.71,0.7971,0.04,10079.71,87,4070.73,0,0.00,0,0.00,24560,6673.42,90.628500,91.679333,44.718250,43.396036,1.000000,1.000000,-1.895918
2010-03-10,Cell_1,BullStrong,Low,10845.67,0.9445,8.4567,8.4567,10161.57,1.6157,0.04,10161.57,87,4103.79,0,0.00,0,0.00,24560,6741.84,90.537500,91.607167,44.738500,43.454179,1.000000,1.000000,-2.055685
2010-03-11,Cell_1,BullStrong,Low,10867.74,0.2035,8.6774,8.6774,10200.34,2.0034,0.04,10200.34,87,4119.45,0,0.00,0,0.00,24560,6748.25,90.516000,91.513667,44.777750,43.511679,1.000000,1.000000,-2.079206
2010-03-12,Cell_1,BullStrong,Low,10868.61,0.0080,8.6861,8.6861,10202.50,2.0250,0.04,10202.50,87,4120.32,0,0.00,0,0.00,24560,6748.25,90.451000,91.438833,44.803000,43.565964,1.000000,1.000000,-2.093796
2010-03-15,Cell_1,BullStrong,Low,10938.75,0.6454,9.3875,9.3875,10176.65,1.7665,0.04,10176.65,87,4109.88,0,0.00,0,0.00,24560,6828.83,90.451000,91.438833,44.824250,43.615607,1.000000,0.000000,-2.186816
2010-03-16,Cell_1,BullStrong,Low,11007.07,0.6246,10.0707,10.0707,10241.28,2.4128,0.04,10241.28,87,4135.98,0,0.00,0,0.00,24560,6871.05,90.406000,91.371167,44.866500,43.667679,1.000000,0.000000,-2.153167
2010-03-17,Cell_1,BullStrong,Low,11098.96,0.8348,10.9896,10.9896,10269.28,2.6928,0.04,10269.28,87,4147.29,0,0.00,0,0.00,24560,6951.63,90.420500,91.310333,44.893500,43.719821,1.000000,0.000000,-2.268740
2010-03-18,Cell_1,BullStrong,Low,10989.44,-0.9867,9.8944,9.8944,10303.75,3.0375,0.04,10303.75,87,4161.21,0,0.00,0,0.00,24560,6828.20,90.463500,91.236500,44.941250,43.773607,1.000000,0.000000,-2.253565
2010-03-19,Cell_1,BullStrong,Low,10959.86,-0.2692,9.5986,9.5986,10230.50,2.3050,0.04,10230.50,87,4131.63,0,0.00,0,0.00,24560,6828.20,90.535500,91.156833,44.991250,43.824250,1.000000,0.000000,-2.069313
2010-03-22,Cell_1,BullStrong,Low,11326.01,3.3408,13.2601,13.2601,10323.14,3.2314,0.04,10323.14,87,4169.04,0,0.00,0,0.00,24560,7156.93,90.535500,91.156833,45.085250,43.877679,1.000000,0.000000,-2.008165
2010-03-23,Cell_1,BullStrong,Low,11232.14,-0.8288,12.3214,12.3214,10394.77,3.9477,0.04,10394.77,87,4197.97,0,0.00,0,0.00,24560,7034.13,90.572500,91.084833,45.183813,43.936411,1.000000,0.000000,-2.017609
2010-03-24,Cell_1,BullStrong,Low,11181.85,-0.4477,11.8185,11.8185,10344.68,3.4468,0.04,10344.68,87,4177.74,0,0.00,0,0.00,24560,7004.07,90.569500,90.983833,45.275562,43.998839,1.000000,0.000000,-2.359711
2010-03-25,Cell_1,BullStrong,Low,11212.23,0.2717,12.1223,12.1223,10329.60,3.2960,0.04,10329.60,87,4171.65,0,0.00,0,0.00,24560,7040.54,90.556000,90.889833,45.356813,44.060982,1.000000,0.000000,-2.351381
2010-03-26,Cell_1,BullStrong,Low,11216.58,0.0388,12.1658,12.1658,10340.37,3.4037,0.04,10340.37,87,4176.00,0,0.00,0,0.00,24560,7040.54,90.531000,90.816667,45.468062,44.121625,1.000000,0.000000,-2.331378
2010-03-29,Cell_1,BullStrong,Low,11402.22,1.6551,14.0222,14.0222,10389.92,3.8992,0.04,10389.92,87,4196.01,0,0.00,0,0.00,24560,7206.17,90.531000,90.816667,45.604062,44.177839,1.000000,1.000000,-2.292311
2010-03-30,Cell_1,BullStrong,Low,11311.27,-0.7977,13.1127,13.1127,10424.39,4.2439,0.04,10424.39,87,4209.93,0,0.00,0,0.00,24560,7101.30,90.452000,90.738167,45.732312,44.232482,1.000000,1.000000,-2.493373
2010-03-31,Cell_1,BullStrong,Low,11302.76,-0.0753,13.0276,13.0276,10374.84,3.7484,0.04,10374.84,87,4189.92,0,0.00,0,0.00,24560,7112.80,90.392500,90.677000,45.845062,44.282982,1.000000,0.000000,-2.332438
2010-04-01,Cell_1,BullStrong,Low,11302.76,0.0000,13.0276,13.0276,10374.84,3.7484,0.04,10374.84,87,4189.92,0,0.00,0,0.00,24560,7112.80,90.280000,90.624500,45.951813,44.330696,0.979384,0.000000,-2.285901
2010-04-05,Cell_1,BullStrong,Low,11588.81,2.5308,15.8881,15.8881,10471.78,4.7178,0.04,10471.78,87,4229.07,0,0.00,0,0.00,24560,7359.70,90.280000,90.624500,46.101562,44.381339,0.954907,0.000000,-2.166991
2010-04-06,Cell_1,BullStrong,Low,11549.17,-0.3421,15.4917,15.4917,10501.94,5.0194,0.04,10501.94,87,4241.25,0,0.00,0,0.00,24560,7307.88,90.077000,90.549833,46.245812,44.431839,0.934186,1.000000,-2.430322
2010-04-07,Cell_1,BullStrong,Low,11576.45,0.2362,15.7645,15.7645,10476.09,4.7609,0.04,10476.09,87,4230.81,0,0.00,0,0.00,24560,7345.60,89.952500,90.498833,46.394813,44.480554,0.718537,0.000000,-2.340580
2010-04-08,Cell_1,BullStrong,Low,11737.60,1.3921,17.3760,17.3760,10499.78,4.9978,0.04,10499.78,87,4240.38,0,0.00,0,0.00,24560,7497.19,89.841500,90.450333,46.535563,44.525696,0.534105,0.000000,-2.329544
2010-04-09,Cell_1,BullStrong,Low,11762.83,0.2150,17.6283,17.6283,10562.26,5.6226,0.04,10562.26,87,4265.61,0,0.00,0,0.00,24560,7497.19,89.717000,90.380167,46.685813,44.572982,0.400748,0.000000,-2.338854
2010-04-12,Cell_1,BullStrong,Low,11876.34,0.9650,18.7634,18.7634,10570.87,5.7087,0.04,10570.87,87,4269.09,0,0.00,0,0.00,24560,7607.21,89.717000,90.380167,46.820813,44.620339,0.277860,1.000000,-2.302738
2010-04-13,Cell_1,BullStrong,Low,12182.69,2.5795,21.8269,21.8269,10624.73,6.2473,0.04,10624.73,87,4290.84,0,0.00,0,0.00,24560,7891.82,89.690500,90.329333,46.959812,44.668554,0.194335,0.000000,-2.246039
2010-04-14,Cell_1,BullStrong,Low,12347.22,1.3505,23.4722,23.4722,10751.83,7.5183,0.04,10751.83,87,4342.17,0,0.00,0,0.00,24560,8005.01,89.655000,90.304000,47.099563,44.720411,0.197034,0.000000,-2.073404
2010-04-15,Cell_1,BullStrong,Low,12063.86,-2.2950,20.6386,20.6386,10799.22,7.9922,0.04,10799.22,87,4361.31,0,0.00,0,0.00,24560,7702.51,89.636000,90.280000,47.238563,44.775268,0.227827,0.000000,-2.061149
2010-04-16,Cell_1,BullStrong,Low,12011.66,-0.4327,20.1166,20.1166,10669.97,6.6997,0.04,10669.97,87,4309.11,0,0.00,0,0.00,24560,7702.51,89.633000,90.282500,47.355562,44.828554,0.165291,0.000000,-1.684894
2010-04-19,Cell_1,BullStrong,Low,12129.29,0.9793,21.2929,21.2929,10663.51,6.6351,0.04,10663.51,87,4306.50,0,0.00,0,0.00,24560,7822.75,89.633000,90.282500,47.472313,44.884268,0.097429,0.000000,-1.659096
2010-04-20,Cell_1,BullStrong,Low,12278.31,1.2286,22.7831,22.7831,10717.36,7.1736,0.04,10717.36,87,4328.25,0,0.00,0,0.00,24560,7950.02,89.607000,90.286333,47.597562,44.936696,0.069713,0.000000,-1.753328
2010-04-21,Cell_1,BullStrong,Low,12427.39,1.2141,24.2739,24.2739,10777.68,7.7768,0.04,10777.68,87,4352.61,0,0.00,0,0.00,24560,8074.74,89.588000,90.292667,47.744312,44.992482,0.084271,0.000000,-1.788018
2010-04-22,Cell_1,BullStrong,Low,12570.72,1.1533,25.7072,25.7072,10838.00,8.3800,0.04,10838.00,87,4376.97,0,0.00,0,0.00,24560,8193.71,89.536000,90.301667,47.886812,45.050054,0.118214,0.000000,-1.783392
2010-04-23,Cell_1,BullStrong,Low,12588.99,0.1453,25.8899,25.8899,10883.24,8.8324,0.04,10883.24,87,4395.24,0,0.00,0,0.00,24560,8193.71,89.483000,90.297000,48.034813,45.118054,0.158908,0.000000,-1.838022
2010-04-26,Cell_1,BullStrong,Low,11996.75,-4.7044,19.9675,19.9675,10859.54,8.5954,0.04,10859.54,87,4385.67,0,0.00,0,0.00,24560,7611.05,89.483000,90.297000,48.176063,45.186125,0.162931,0.000000,-1.802725
2010-04-27,Cell_3,Sideways,Low,11728.03,-2.2400,17.2803,17.2803,10629.04,6.2904,22.51,10629.04,189,9325.26,0,0.00,0,0.00,7666,2380.25,89.494000,90.335333,48.274313,45.244196,-0.001674,0.000000,-1.006876
2010-04-28,Cell_3,Sideways,Low,11859.27,1.1190,18.5927,18.5927,10635.50,6.3550,22.51,10635.50,189,9330.93,0,0.00,0,0.00,7666,2505.82,89.482500,90.358167,48.369813,45.297268,-0.158831,0.000000,-1.012351
2010-04-29,Cell_3,Sideways,Low,11867.09,0.0660,18.6709,18.6709,10820.77,8.2077,22.51,10820.77,189,9493.47,0,0.00,0,0.00,7666,2351.11,89.573000,90.388000,48.485563,45.355625,-0.185375,0.000000,-0.713856
2010-04-30,Cell_3,Sideways,Low,11679.51,-1.5807,16.7951,16.7951,10606.96,6.0696,22.51,10606.96,189,9305.89,0,0.00,0,0.00,7666,2351.11,89.744500,90.418167,48.572750,45.405607,-0.351794,0.000000,-0.268892
2010-05-03,Cell_3,Sideways,Low,11690.81,0.0968,16.9081,16.9081,10756.14,7.5614,22.51,10756.14,189,9436.77,0,0.00,0,0.00,7666,2231.53,89.744500,90.418167,48.660000,45.458821,-0.412233,0.000000,-0.110030
2010-05-04,Cell_3,Sideways,Low,11372.38,-2.7238,13.7238,13.7238,10433.00,4.3300,22.51,10433.00,189,9153.27,0,0.00,0,0.00,7666,2196.59,89.964000,90.486000,48.707500,45.500679,-0.687282,0.000000,0.675309
2010-05-05,Cell_3,Sideways,Low,11107.52,-2.3290,11.0752,11.0752,10379.15,3.7915,22.51,10379.15,189,9106.02,0,0.00,0,0.00,7666,1978.99,90.214000,90.542167,48.742250,45.540679,-0.963758,0.000000,0.696478
2010-05-06,Cell_4,Sideways,High,10833.85,-2.4638,8.3385,8.3385,10032.31,0.3231,6966.10,10032.31,0,0.00,0,0.00,6,3867.75,0,0.00,90.578500,90.637333,48.727250,45.565036,-1.000000,0.000000,1.477215
2010-05-07,Cell_4,Sideways,High,10825.22,-0.0796,8.2522,8.2522,9782.42,-2.1758,6573.85,9782.42,0,0.00,45,0.00,0,0.00,0,0.00,90.910000,90.701333,48.678750,45.581821,-1.000000,0.000000,1.780395
2010-05-10,Cell_4,Sideways,High,10522.60,-2.7956,5.2260,5.2260,10290.82,2.9082,6573.85,10290.82,0,0.00,45,3948.75,0,0.00,0,0.00,90.910000,90.701333,48.689000,45.617464,-1.000000,0.000000,3.216705
2010-05-11,Cell_4,Sideways,High,10410.10,-1.0691,4.1010,4.1010,10280.05,2.8005,6573.85,10280.05,0,0.00,45,3836.25,0,0.00,0,0.00,91.197500,90.721333,48.701000,45.649679,-1.000000,0.000000,3.136917
2010-05-12,Cell_4,Sideways,High,10502.35,0.8862,5.0235,5.0235,10473.93,4.7393,6573.85,10473.93,0,0.00,45,3928.50,0,0.00,0,0.00,91.393500,90.732167,48.728000,45.688250,-1.000000,0.000000,3.212478
2010-05-13,Cell_4,Sideways,High,10721.72,2.0888,7.2172,7.2172,10308.06,3.0806,6573.85,10308.06,0,0.00,45,4147.88,0,0.00,0,0.00,91.618000,90.759667,48.732500,45.721893,-1.000000,0.000000,3.147614
2010-05-14,Cell_4,Sideways,High,10721.72,0.0000,7.2172,7.2172,10109.87,1.0987,6573.85,10109.87,0,0.00,45,4147.88,0,0.00,0,0.00,91.913000,90.815000,48.710000,45.747750,-1.000000,0.000000,3.165804
2010-05-17,Cell_4,Sideways,High,10881.47,1.4900,8.8147,8.8147,10142.18,1.4218,6573.85,10142.18,0,0.00,45,4307.62,0,0.00,0,0.00,91.913000,90.815000,48.699750,45.775964,-1.000000,0.000000,3.066856
2010-05-18,Cell_4,Sideways,High,10933.22,0.4756,9.3322,9.3322,10002.15,0.0215,6573.85,10002.15,0,0.00,45,4359.38,0,0.00,0,0.00,92.225000,90.889500,48.662500,45.800536,-1.000000,0.000000,3.040838
2010-05-19,Cell_4,Sideways,High,11213.35,2.5621,12.1335,12.1335,9922.45,-0.7755,6573.85,9922.45,0,0.00,45,4639.50,0,0.00,0,0.00,92.584500,90.956000,48.607687,45.827107,-0.868704,0.000000,2.944929
2010-05-20,Cell_4,Sideways,High,11238.55,0.2247,12.3855,12.3855,9554.07,-4.4593,6573.85,9554.07,0,0.00,45,4664.70,0,0.00,0,0.00,93.040500,91.071333,48.515937,45.848250,-0.842826,0.000000,3.226118
2010-05-21,Cell_4,Sideways,High,11238.55,0.0000,12.3855,12.3855,9659.63,-3.4037,6573.85,9659.63,0,0.00,45,4664.70,0,0.00,0,0.00,93.469000,91.206000,48.438188,45.867893,-0.794771,0.000000,3.179457
2010-05-24,Cell_4,Sideways,High,11244.86,0.0562,12.4486,12.4486,9620.85,-3.7915,6573.85,9620.85,0,0.00,45,4671.01,0,0.00,0,0.00,93.469000,91.206000,48.354687,45.894321,-0.776028,0.000000,3.056325
2010-05-25,Cell_4,Sideways,High,11198.72,-0.4103,11.9872,11.9872,9629.47,-3.7053,6573.85,9629.47,0,0.00,45,4624.88,0,0.00,0,0.00,93.899500,91.319167,48.266438,45.919821,-0.753018,0.000000,2.983017
2010-05-26,Cell_4,Sideways,High,10856.72,-3.0539,8.5672,8.5672,9521.76,-4.7824,6573.85,9521.76,0,0.00,45,4282.88,0,0.00,0,0.00,94.279000,91.424333,48.161687,45.940821,-0.765198,0.000000,2.835153
2010-05-27,Cell_4,Sideways,High,10973.72,1.0777,9.7372,9.7372,9881.52,-1.1848,6573.85,9881.52,0,0.00,45,4399.88,0,0.00,0,0.00,94.560500,91.505667,48.104438,45.973250,-0.649588,0.000000,3.267410
2010-05-28,Cell_4,Sideways,High,10973.72,0.0000,9.7372,9.7372,9823.35,-1.7665,6573.85,9823.35,0,0.00,45,4399.88,0,0.00,0,0.00,94.880000,91.608833,48.040438,45.996464,-0.561627,0.000000,3.043983
2010-06-01,Cell_4,Sideways,High,10887.10,-0.7894,8.8710,8.8710,9732.87,-2.6713,6573.85,9732.87,0,0.00,45,4313.25,0,0.00,0,0.00,94.880000,91.608833,47.954687,46.014893,-0.516566,0.000000,2.899278
2010-06-02,Cell_4,Sideways,High,10783.60,-0.9507,7.8360,7.8360,9963.38,-0.3662,6573.85,9963.38,0,0.00,45,4209.75,0,0.00,0,0.00,95.102500,91.710667,47.892187,46.034464,-0.404864,0.000000,2.940667
2010-06-03,Cell_4,Sideways,High,11143.60,3.3384,11.4360,11.4360,10058.16,0.5816,6573.85,10058.16,0,0.00,45,4569.75,0,0.00,0,0.00,95.329000,91.794667,47.843688,46.056393,-0.260834,0.000000,2.699515
2010-06-04,Cell_4,Sideways,High,11143.60,0.0000,11.4360,11.4360,9714.02,-2.8598,6573.85,9714.02,0,0.00,45,4569.75,0,0.00,0,0.00,95.664500,91.935667,47.752500,46.064911,-0.234666,0.000000,2.910872
2010-06-07,Cell_4,Sideways,High,11166.11,0.2020,11.6611,11.6611,9536.84,-4.6316,6573.85,9536.84,0,0.00,45,4592.26,0,0.00,0,0.00,95.664500,91.935667,47.633500,46.069339,-0.271494,0.000000,2.654716
2010-06-08,Cell_4,Sideways,High,11167.22,0.0100,11.6722,11.6722,9519.60,-4.8040,6573.85,9519.60,0,0.00,45,4593.38,0,0.00,0,0.00,95.960500,92.087000,47.511500,46.070625,-0.309242,0.000000,2.457007
2010-06-09,Cell_3,Sideways,Low,11230.64,0.5679,12.3064,12.3064,9439.90,-5.6010,111.14,9439.90,201,8807.82,0,0.00,0,0.00,10215,2311.67,96.190500,92.228500,47.374000,46.066054,-0.368246,1.000000,1.600921
