Date,Regime,Trend,Vol,QQQ_Close,QQQ_Daily_Return,Portfolio_Value,Strategy_Daily_Return
2009-03-24 22:00:00-07:00,Cell_3,Sideways,Low,30.33,-0.018446601941747572,10000.0,0.0
2009-03-25 22:00:00-07:00,Cell_3,Sideways,Low,30.47,0.004615891856247939,10000.0,0.0
2009-03-26 22:00:00-07:00,Cell_3,Sideways,Low,31.41,0.030850016409583198,10000.0,0.0
2009-03-27 05:00:00-07:00,Cell_3,Sideways,Low,30.82,-0.01878382680674944,10000.0,0.0
2009-03-30 22:00:00-07:00,Cell_3,Sideways,Low,30.06,-0.02465931213497729,10000.0,0.0
2009-03-31 22:00:00-07:00,Cell_3,Sideways,Low,30.32,0.008649367930805056,10000.0,0.0
2009-04-01 22:00:00-07:00,Cell_3,Sideways,Low,30.77,0.014841688654353561,10000.0,0.0
2009-04-02 22:00:00-07:00,Cell_3,Sideways,Low,31.76,0.03217419564510887,10000.0,0.0
2009-04-03 05:00:00-07:00,Cell_3,Sideways,Low,32.35,0.01857682619647355,10000.0,0.0
2009-04-06 22:00:00-07:00,Cell_3,Sideways,Low,32.27,-0.002472952086553323,10000.0,0.0
2009-04-07 22:00:00-07:00,Cell_3,Sideways,Low,31.42,-0.026340254105980787,10000.0,0.0
2009-04-08 22:00:00-07:00,Cell_3,Sideways,Low,31.95,0.016868236791852325,10000.0,0.0
2009-04-09 05:00:00-07:00,Cell_3,Sideways,Low,32.94,0.030985915492957747,10000.0,0.0
2009-04-13 22:00:00-07:00,Cell_3,Sideways,Low,32.89,-0.0015179113539769277,10000.0,0.0
2009-04-14 22:00:00-07:00,Cell_3,Sideways,Low,32.49,-0.012161751292186074,10000.0,0.0
2009-04-15 22:00:00-07:00,Cell_3,Sideways,Low,32.4,-0.002770083102493075,10000.0,0.0
2009-04-16 22:00:00-07:00,Cell_3,Sideways,Low,33.24,0.025925925925925925,10000.0,0.0
2009-04-17 05:00:00-07:00,Cell_3,Sideways,Low,33.31,0.00210589651022864,10000.0,0.0
2009-04-20 22:00:00-07:00,Cell_3,Sideways,Low,32.24,-0.03212248574001801,10000.0,0.0
2009-04-21 22:00:00-07:00,Cell_3,Sideways,Low,32.69,0.013957816377171216,10000.0,0.0
2009-04-22 22:00:00-07:00,Cell_3,Sideways,Low,32.79,0.0030590394616090547,10000.0,0.0
2009-04-23 22:00:00-07:00,Cell_3,Sideways,Low,33.11,0.009759072888075633,10000.0,0.0
2009-04-24 05:00:00-07:00,Cell_3,Sideways,Low,33.69,0.017517366354575657,10000.0,0.0
2009-04-27 22:00:00-07:00,Cell_3,Sideways,Low,33.73,0.0011872959335114278,10000.0,0.0
2009-04-28 22:00:00-07:00,Cell_3,Sideways,Low,33.48,-0.007411799584939223,10000.0,0.0
2009-04-29 22:00:00-07:00,Cell_3,Sideways,Low,33.94,0.013739545997610514,10000.0,0.0
2009-04-30 22:00:00-07:00,Cell_3,Sideways,Low,34.28,0.010017678255745434,10000.0,0.0
2009-05-01 05:00:00-07:00,Cell_3,Sideways,Low,34.37,0.0026254375729288216,10000.0,0.0
2009-05-04 22:00:00-07:00,Cell_3,Sideways,Low,35.05,0.019784695955775384,10000.0,0.0
2009-05-05 22:00:00-07:00,Cell_3,Sideways,Low,35.02,-0.0008559201141226819,10000.0,0.0
2009-05-06 22:00:00-07:00,Cell_3,Sideways,Low,35.03,0.00028555111364934324,10000.0,0.0
2009-05-07 22:00:00-07:00,Cell_3,Sideways,Low,34.21,-0.023408506994005138,10000.0,0.0
2009-05-08 05:00:00-07:00,Cell_3,Sideways,Low,34.23,0.0005846243788365975,10000.0,0.0
2009-05-11 22:00:00-07:00,Cell_3,Sideways,Low,34.35,0.0035056967572304996,10000.0,0.0
2009-05-12 22:00:00-07:00,Cell_3,Sideways,Low,33.93,-0.01222707423580786,10000.0,0.0
2009-05-13 22:00:00-07:00,Cell_3,Sideways,Low,33.02,-0.02681992337164751,10000.0,0.0
2009-05-14 22:00:00-07:00,Cell_3,Sideways,Low,33.39,0.011205330102967898,10000.0,0.0
2009-05-15 05:00:00-07:00,Cell_3,Sideways,Low,33.37,-0.0005989817310572028,10000.0,0.0
2009-05-18 22:00:00-07:00,Cell_3,Sideways,Low,34.24,0.02607132154629907,10000.0,0.0
2009-05-19 22:00:00-07:00,Cell_3,Sideways,Low,34.4,0.004672897196261682,10000.0,0.0
2009-05-20 22:00:00-07:00,Cell_3,Sideways,Low,34.28,-0.0034883720930232558,10000.0,0.0
2009-05-21 22:00:00-07:00,Cell_3,Sideways,Low,33.65,-0.01837806301050175,10000.0,0.0
2009-05-22 05:00:00-07:00,Cell_3,Sideways,Low,33.54,-0.0032689450222882616,10000.0,0.0
2009-05-26 22:00:00-07:00,Cell_3,Sideways,Low,34.79,0.037268932617769826,10000.0,0.0
2009-05-27 22:00:00-07:00,Cell_3,Sideways,Low,34.55,-0.006898534061511929,10000.0,0.0
2009-05-28 22:00:00-07:00,Cell_3,Sideways,Low,34.95,0.011577424023154847,10000.0,0.0
2009-05-29 05:00:00-07:00,Cell_3,Sideways,Low,35.38,0.012303290414878397,10000.0,0.0
2009-06-01 22:00:00-07:00,Cell_3,Sideways,Low,36.39,0.0285472018089316,10000.0,0.0
2009-06-02 22:00:00-07:00,Cell_3,Sideways,Low,36.44,0.0013740038472107722,10000.0,0.0
2009-06-03 22:00:00-07:00,Cell_3,Sideways,Low,36.33,-0.0030186608122941823,10000.0,0.0
2009-06-04 22:00:00-07:00,Cell_3,Sideways,Low,36.74,0.01128543903110377,10000.0,0.0
2009-06-05 05:00:00-07:00,Cell_3,Sideways,Low,36.78,0.0010887316276537834,10000.0,0.0
2009-06-08 22:00:00-07:00,Cell_3,Sideways,Low,36.67,-0.002990755845568244,10000.0,0.0
2009-06-09 22:00:00-07:00,Cell_3,Sideways,Low,36.95,0.00763566948459231,10000.0,0.0
2009-06-10 22:00:00-07:00,Cell_3,Sideways,Low,36.82,-0.0035182679296346412,10000.0,0.0
2009-06-11 22:00:00-07:00,Cell_3,Sideways,Low,36.82,0.0,10000.0,0.0
2009-06-12 05:00:00-07:00,Cell_3,Sideways,Low,36.65,-0.004617055947854427,10000.0,0.0
2009-06-15 22:00:00-07:00,Cell_3,Sideways,Low,35.9,-0.020463847203274217,10000.0,0.0
2009-06-16 22:00:00-07:00,Cell_3,Sideways,Low,35.55,-0.009749303621169917,10000.0,0.0
2009-06-17 22:00:00-07:00,Cell_3,Sideways,Low,35.89,0.009563994374120956,10000.0,0.0
2009-06-18 22:00:00-07:00,Cell_3,Sideways,Low,35.82,-0.0019504040122596824,10000.0,0.0
2009-06-19 05:00:00-07:00,Cell_3,Sideways,Low,36.16,0.009491903964265773,10000.0,0.0
2009-06-22 22:00:00-07:00,Cell_3,Sideways,Low,35.08,-0.029867256637168143,10000.0,0.0
2009-06-23 22:00:00-07:00,Cell_3,Sideways,Low,35.0,-0.002280501710376283,10000.0,0.0
2009-06-24 22:00:00-07:00,Cell_3,Sideways,Low,35.59,0.01685714285714286,10000.0,0.0
2009-06-25 22:00:00-07:00,Cell_3,Sideways,Low,36.29,0.019668446192750773,10000.0,0.0
2009-06-26 05:00:00-07:00,Cell_3,Sideways,Low,36.37,0.002204464039680353,10000.0,0.0
2009-06-29 22:00:00-07:00,Cell_3,Sideways,Low,36.45,0.0021996150673632116,10000.0,0.0
2009-06-30 22:00:00-07:00,Cell_3,Sideways,Low,36.38,-0.0019204389574759945,10000.0,0.0
2009-07-01 22:00:00-07:00,Cell_3,Sideways,Low,36.4,0.0005497526113249038,10000.0,0.0
2009-07-02 05:00:00-07:00,Cell_3,Sideways,Low,35.6,-0.02197802197802198,10000.0,0.0
2009-07-06 22:00:00-07:00,Cell_3,Sideways,Low,35.41,-0.0053370786516853935,10000.0,0.0
2009-07-07 22:00:00-07:00,Cell_3,Sideways,Low,34.53,-0.024851736797514828,10000.0,0.0
2009-07-08 22:00:00-07:00,Cell_3,Sideways,Low,34.71,0.005212858384013901,10000.0,0.0
2009-07-09 22:00:00-07:00,Cell_3,Sideways,Low,34.77,0.001728608470181504,10000.0,0.0
2009-07-10 05:00:00-07:00,Cell_3,Sideways,Low,34.92,0.004314063848144953,10000.0,0.0
2009-07-13 22:00:00-07:00,Cell_3,Sideways,Low,35.59,0.01918671248568156,10000.0,0.0
2009-07-14 22:00:00-07:00,Cell_3,Sideways,Low,35.72,0.003652711435796572,10000.0,0.0
2009-07-15 22:00:00-07:00,Cell_3,Sideways,Low,36.92,0.0335946248600224,10000.0,0.0
2009-07-16 22:00:00-07:00,Cell_3,Sideways,Low,37.01,0.002437703141928494,10000.0,0.0
2009-07-17 05:00:00-07:00,Cell_3,Sideways,Low,37.56,0.014860848419346123,10000.0,0.0
2009-07-20 22:00:00-07:00,Cell_3,Sideways,Low,37.92,0.009584664536741214,10000.0,0.0
2009-07-21 22:00:00-07:00,Cell_3,Sideways,Low,38.18,0.006856540084388186,10000.0,0.0
2009-07-22 22:00:00-07:00,Cell_3,Sideways,Low,38.5,0.008381351492928235,10000.0,0.0
2009-07-23 22:00:00-07:00,Cell_3,Sideways,Low,39.35,0.02207792207792208,10000.0,0.0
2009-07-24 05:00:00-07:00,Cell_3,Sideways,Low,39.05,-0.007623888182973317,10000.0,0.0
2009-07-27 22:00:00-07:00,Cell_3,Sideways,Low,39.35,0.0076824583866837385,10000.0,0.0
2009-07-28 22:00:00-07:00,Cell_3,Sideways,Low,39.08,-0.006861499364675985,10000.0,0.0
2009-07-29 22:00:00-07:00,Cell_3,Sideways,Low,39.33,0.0063971340839304,10000.0,0.0
2009-07-30 22:00:00-07:00,Cell_3,Sideways,Low,39.57,0.006102212051868803,10000.0,0.0
2009-07-31 05:00:00-07:00,Cell_3,Sideways,Low,39.45,-0.003032600454890068,10000.0,0.0
2009-08-03 22:00:00-07:00,Cell_3,Sideways,Low,40.04,0.014955640050697085,10000.0,0.0
2009-08-04 22:00:00-07:00,Cell_3,Sideways,Low,40.04,0.0,10000.0,0.0
2009-08-05 22:00:00-07:00,Cell_3,Sideways,Low,39.73,-0.007742257742257742,10000.0,0.0
2009-08-06 22:00:00-07:00,Cell_3,Sideways,Low,39.38,-0.008809463881198087,10000.0,0.0
2009-08-07 05:00:00-07:00,Cell_3,Sideways,Low,39.88,0.012696800406297613,10000.0,0.0
2009-08-10 22:00:00-07:00,Cell_3,Sideways,Low,39.6,-0.007021063189568706,10000.0,0.0
2009-08-11 22:00:00-07:00,Cell_3,Sideways,Low,39.26,-0.008585858585858586,10000.0,0.0
2009-08-12 22:00:00-07:00,Cell_3,Sideways,Low,39.87,0.01553744268976057,10000.0,0.0
2009-08-13 22:00:00-07:00,Cell_3,Sideways,Low,40.09,0.005517933283170303,10000.0,0.0
2009-08-14 05:00:00-07:00,Cell_3,Sideways,Low,39.63,-0.011474183088051882,10000.0,0.0
2009-08-17 22:00:00-07:00,Cell_3,Sideways,Low,38.48,-0.0290184203885945,10000.0,0.0
2009-08-18 22:00:00-07:00,Cell_3,Sideways,Low,39.03,0.014293139293139294,10000.0,0.0
2009-08-19 22:00:00-07:00,Cell_3,Sideways,Low,39.3,0.006917755572636433,10000.0,0.0
2009-08-20 22:00:00-07:00,Cell_3,Sideways,Low,39.76,0.011704834605597965,10000.0,0.0
2009-08-21 05:00:00-07:00,Cell_3,Sideways,Low,40.29,0.013329979879275655,10000.0,0.0
2009-08-24 22:00:00-07:00,Cell_3,Sideways,Low,40.25,-0.0009928021841648052,10000.0,0.0
2009-08-25 22:00:00-07:00,Cell_3,Sideways,Low,40.37,0.0029813664596273293,10000.0,0.0
2009-08-26 22:00:00-07:00,Cell_3,Sideways,Low,40.3,-0.0017339608620262571,10000.0,0.0
2009-08-27 22:00:00-07:00,Cell_3,Sideways,Low,40.4,0.0024813895781637717,10000.0,0.0
2009-08-28 05:00:00-07:00,Cell_3,Sideways,Low,40.44,0.0009900990099009901,10000.0,0.0
2009-08-31 22:00:00-07:00,Cell_3,Sideways,Low,40.03,-0.010138476755687438,10000.0,0.0
2009-09-01 22:00:00-07:00,Cell_3,Sideways,Low,39.28,-0.018735948038970773,10000.0,0.0
2009-09-02 22:00:00-07:00,Cell_3,Sideways,Low,39.25,-0.0007637474541751527,10000.0,0.0
2009-09-03 22:00:00-07:00,Cell_3,Sideways,Low,39.51,0.006624203821656051,10000.0,0.0
2009-09-04 05:00:00-07:00,Cell_3,Sideways,Low,40.36,0.021513540875727665,10000.0,0.0
2009-09-08 22:00:00-07:00,Cell_3,Sideways,Low,40.74,0.009415262636273538,10000.0,0.0
2009-09-09 22:00:00-07:00,Cell_3,Sideways,Low,41.09,0.00859106529209622,10000.0,0.0
2009-09-10 22:00:00-07:00,Cell_3,Sideways,Low,41.48,0.00949136042832806,10000.0,0.0
2009-09-11 05:00:00-07:00,Cell_3,Sideways,Low,41.52,0.0009643201542912247,10000.0,0.0
2009-09-14 22:00:00-07:00,Cell_3,Sideways,Low,41.68,0.0038535645472061657,10000.0,0.0
2009-09-15 22:00:00-07:00,Cell_3,Sideways,Low,41.81,0.0031190019193857964,10000.0,0.0
2009-09-16 22:00:00-07:00,Cell_3,Sideways,Low,42.42,0.014589811049988041,10000.0,0.0
2009-09-17 22:00:00-07:00,Cell_3,Sideways,Low,42.41,-0.00023573785950023574,10000.0,0.0
2009-09-18 05:00:00-07:00,Cell_3,Sideways,Low,42.44,0.0007073803348266918,10000.0,0.0
2009-09-21 22:00:00-07:00,Cell_3,Sideways,Low,42.57,0.003063147973609802,10000.0,0.0
2009-09-22 22:00:00-07:00,Cell_3,Sideways,Low,42.65,0.0018792576932111817,10000.0,0.0
2009-09-23 22:00:00-07:00,Cell_3,Sideways,Low,42.45,-0.004689331770222743,10000.0,0.0
2009-09-24 22:00:00-07:00,Cell_3,Sideways,Low,42.07,-0.00895170789163722,10000.0,0.0
2009-09-25 05:00:00-07:00,Cell_3,Sideways,Low,41.7,-0.00879486570002377,10000.0,0.0
2009-09-28 22:00:00-07:00,Cell_3,Sideways,Low,42.41,0.017026378896882494,10000.0,0.0
2009-09-29 22:00:00-07:00,Cell_3,Sideways,Low,42.22,-0.004480075453902382,10000.0,0.0
2009-09-30 22:00:00-07:00,Cell_3,Sideways,Low,42.25,0.0007105637138796779,10000.0,0.0
2009-10-01 22:00:00-07:00,Cell_3,Sideways,Low,41.0,-0.029585798816568046,10000.0,0.0
2009-10-02 05:00:00-07:00,Cell_3,Sideways,Low,40.88,-0.002926829268292683,10000.0,0.0
2009-10-05 22:00:00-07:00,Cell_3,Sideways,Low,41.21,0.008072407045009784,10000.0,0.0
2009-10-06 22:00:00-07:00,Cell_3,Sideways,Low,41.94,0.017714147051686484,10000.0,0.0
2009-10-07 22:00:00-07:00,Cell_3,Sideways,Low,42.06,0.002861230329041488,10000.0,0.0
2009-10-08 22:00:00-07:00,Cell_3,Sideways,Low,42.24,0.0042796005706134095,10000.0,0.0
2009-10-09 05:00:00-07:00,Cell_3,Sideways,Low,42.48,0.005681818181818182,10000.0,0.0
2009-10-12 22:00:00-07:00,Cell_3,Sideways,Low,42.57,0.00211864406779661,10000.0,0.0
2009-10-13 22:00:00-07:00,Cell_3,Sideways,Low,42.58,0.0002349072116513977,10000.0,0.0
2009-10-14 22:00:00-07:00,Cell_3,Sideways,Low,43.16,0.013621418506341005,10000.0,0.0
2009-10-15 22:00:00-07:00,Cell_3,Sideways,Low,43.06,-0.0023169601482854493,10000.0,0.0
2009-10-16 05:00:00-07:00,Cell_3,Sideways,Low,42.78,-0.006502554575011612,10000.0,0.0
2009-10-19 22:00:00-07:00,Cell_3,Sideways,Low,43.21,0.010051425899953248,10000.0,0.0
2009-10-20 22:00:00-07:00,Cell_3,Sideways,Low,43.22,0.00023142791020597085,10000.0,0.0
2009-10-21 22:00:00-07:00,Cell_3,Sideways,Low,43.14,-0.0018509949097639982,10000.0,0.0
2009-10-22 22:00:00-07:00,Cell_3,Sideways,Low,43.31,0.003940658321743162,10000.0,0.0
2009-10-23 05:00:00-07:00,Cell_3,Sideways,Low,43.13,-0.004156084045255137,10000.0,0.0
2009-10-26 22:00:00-07:00,Cell_3,Sideways,Low,42.99,-0.003246000463714352,10000.0,0.0
2009-10-27 22:00:00-07:00,Cell_3,Sideways,Low,42.34,-0.015119795301232844,10000.0,0.0
2009-10-28 22:00:00-07:00,Cell_3,Sideways,Low,41.39,-0.022437411431270666,10000.0,0.0
2009-10-29 22:00:00-07:00,Cell_3,Sideways,Low,42.09,0.016912297656438754,10000.0,0.0
2009-10-30 05:00:00-07:00,Cell_3,Sideways,Low,40.96,-0.026847232121644096,10000.0,0.0
2009-11-02 22:00:00-08:00,Cell_3,Sideways,Low,41.13,0.004150390625,10000.0,0.0
2009-11-03 22:00:00-08:00,Cell_3,Sideways,Low,41.26,0.003160709944079747,10000.0,0.0
2009-11-04 22:00:00-08:00,Cell_3,Sideways,Low,41.33,0.0016965584100824044,10000.0,0.0
2009-11-05 22:00:00-08:00,Cell_3,Sideways,Low,42.35,0.024679409629808857,10000.0,0.0
2009-11-06 06:00:00-08:00,Cell_3,Sideways,Low,42.6,0.0059031877213695395,10000.0,0.0
2009-11-09 22:00:00-08:00,Cell_3,Sideways,Low,43.51,0.021361502347417842,10000.0,0.0
2009-11-10 22:00:00-08:00,Cell_3,Sideways,Low,43.62,0.002528154447253505,10000.0,0.0
2009-11-11 22:00:00-08:00,Cell_3,Sideways,Low,43.9,0.006419073819348923,10000.0,0.0
2009-11-12 22:00:00-08:00,Cell_3,Sideways,Low,43.65,-0.0056947608200455585,10000.0,0.0
2009-11-13 06:00:00-08:00,Cell_3,Sideways,Low,44.01,0.008247422680412371,10000.0,0.0
2009-11-16 22:00:00-08:00,Cell_3,Sideways,Low,44.46,0.010224948875255624,10000.0,0.0
2009-11-17 22:00:00-08:00,Cell_3,Sideways,Low,44.6,0.003148897885739991,10000.0,0.0
2009-11-18 22:00:00-08:00,Cell_3,Sideways,Low,44.353,-0.005538116591928251,10000.0,0.0
2009-11-19 22:00:00-08:00,Cell_3,Sideways,Low,43.66,-0.015624647712668817,10000.0,0.0
2009-11-20 06:00:00-08:00,Cell_3,Sideways,Low,43.44,-0.005038937242327073,10000.0,0.0
2009-11-23 22:00:00-08:00,Cell_3,Sideways,Low,44.14,0.016114180478821363,10000.0,0.0
2009-11-24 22:00:00-08:00,Cell_3,Sideways,Low,43.99,-0.0033982782057091075,10000.0,0.0
2009-11-25 06:00:00-08:00,Cell_3,Sideways,Low,44.18,0.004319163446237781,10000.0,0.0
2009-11-27 06:00:00-08:00,Cell_3,Sideways,Low,43.51,-0.015165233137166138,10000.0,0.0
2009-11-30 22:00:00-08:00,Cell_3,Sideways,Low,43.56,0.0011491611123879567,10000.0,0.0
2009-12-01 22:00:00-08:00,Cell_3,Sideways,Low,44.01,0.010330578512396695,10000.0,0.0
2009-12-02 22:00:00-08:00,Cell_3,Sideways,Low,44.07,0.0013633265167007499,10000.0,0.0
2009-12-03 22:00:00-08:00,Cell_3,Sideways,Low,43.89,-0.0040844111640571815,10000.0,0.0
2009-12-04 06:00:00-08:00,Cell_3,Sideways,Low,44.12,0.005240373661426293,10000.0,0.0
2009-12-07 22:00:00-08:00,Cell_3,Sideways,Low,43.91,-0.004759746146872167,10000.0,0.0
2009-12-08 22:00:00-08:00,Cell_3,Sideways,Low,43.642,-0.0061033933044864494,10000.0,0.0
2009-12-09 22:00:00-08:00,Cell_3,Sideways,Low,44.08,0.010036203657027634,10000.0,0.0
2009-12-10 22:00:00-08:00,Cell_3,Sideways,Low,44.3,0.004990925589836661,10000.0,0.0
2009-12-11 06:00:00-08:00,Cell_3,Sideways,Low,44.13,-0.003837471783295711,10000.0,0.0
2009-12-14 22:00:00-08:00,Cell_3,Sideways,Low,44.55,0.009517335146159076,10000.0,0.0
2009-12-15 22:00:00-08:00,Cell_3,Sideways,Low,44.3,-0.005611672278338945,10000.0,0.0
2009-12-16 22:00:00-08:00,Cell_3,Sideways,Low,44.36,0.0013544018058690745,10000.0,0.0
2009-12-17 22:00:00-08:00,Cell_3,Sideways,Low,43.82,-0.012173128944995492,10000.0,0.0
2009-12-18 06:00:00-08:00,Cell_3,Sideways,Low,44.46,0.01460520310360566,10000.0,0.0
2009-12-21 22:00:00-08:00,Cell_3,Sideways,Low,44.96,0.011246063877642825,10000.0,0.0
2009-12-22 22:00:00-08:00,Cell_3,Sideways,Low,45.23,0.006005338078291815,10000.0,0.0
2009-12-23 22:00:00-08:00,Cell_3,Sideways,Low,45.56,0.007296042449701525,10000.0,0.0
2009-12-24 06:00:00-08:00,Cell_3,Sideways,Low,45.98,0.009218612818261633,10000.0,0.0
2009-12-28 22:00:00-08:00,Cell_3,Sideways,Low,46.22,0.005219660722053067,10000.0,0.0
2009-12-29 22:00:00-08:00,Cell_3,Sideways,Low,46.03,-0.004110774556469061,10000.0,0.0
2009-12-30 22:00:00-08:00,Cell_3,Sideways,Low,46.17,0.0030414946773843145,10000.0,0.0
2009-12-31 06:00:00-08:00,Cell_3,Sideways,Low,45.75,-0.009096816114359974,10000.0,0.0
2010-01-04 22:00:00-08:00,Cell_3,Sideways,Low,46.42,0.0146448087431694,10000.0,0.0
2010-01-05 22:00:00-08:00,Cell_3,Sideways,Low,46.42,0.0,10000.0,0.0
2010-01-06 22:00:00-08:00,Cell_3,Sideways,Low,46.14,-0.006031882809133994,10000.0,0.0
2010-01-07 22:00:00-08:00,Cell_3,Sideways,Low,46.17,0.0006501950585175553,10000.0,0.0
2010-01-08 06:00:00-08:00,Cell_3,Sideways,Low,46.55,0.00823045267489712,10000.0,0.0
2010-01-11 22:00:00-08:00,Cell_1,BullStrong,Low,46.36,-0.004081632653061225,9995.15304,-0.000484696
2010-01-12 22:00:00-08:00,Cell_1,BullStrong,Low,45.78,-0.012510785159620362,9945.27304,-0.004990418836048157
2010-01-13 22:00:00-08:00,Cell_1,BullStrong,Low,46.35,0.012450851900393184,9994.29304,0.004928974780565702
2010-01-14 22:00:00-08:00,Cell_1,BullStrong,Low,46.39,0.0008629989212513484,9997.73304,0.00034419643152668657
2010-01-15 06:00:00-08:00,Cell_1,BullStrong,Low,45.85,-0.01164043974994611,9951.29304,-0.004645053014938274
2010-01-19 22:00:00-08:00,Cell_1,BullStrong,Low,46.59,0.01613958560523446,10014.93304,0.006395148825805255
2010-01-20 22:00:00-08:00,Cell_1,BullStrong,Low,45.92,-0.014380768405237176,9957.31304,-0.005753408412204421
2010-01-21 22:00:00-08:00,Cell_1,BullStrong,Low,45.49,-0.009364111498257839,9920.33304,-0.0037138533107722803
2010-01-22 06:00:00-08:00,Cell_1,BullStrong,Low,44.16,-0.02923719498790943,9805.95304,-0.011529854848502143
2010-01-25 22:00:00-08:00,Cell_1,BullStrong,Low,44.31,0.0033967391304347825,9818.85304,0.0013155274094602436
2010-01-26 22:00:00-08:00,Cell_1,BullStrong,Low,44.35,0.0009027307605506658,9822.29304,0.0003503464188725652
2010-01-27 22:00:00-08:00,Cell_1,BullStrong,Low,44.7,0.007891770011273957,9852.39304,0.003064457543408825
2010-01-28 22:00:00-08:00,Cell_3,Sideways,Low,43.55,-0.025727069351230425,9748.51289,-0.01054364656162763
2010-01-29 06:00:00-08:00,Cell_3,Sideways,Low,42.79,-0.017451205510907005,9612.47289,-0.013954948978889846
2010-02-01 22:00:00-08:00,Cell_3,Sideways,Low,43.26,0.010983874737088105,9696.60289,0.008752170327317304
2010-02-02 22:00:00-08:00,Cell_3,Sideways,Low,43.65,0.009015256588072122,9766.41289,0.0071994285825600106
2010-02-03 22:00:00-08:00,Cell_3,Sideways,Low,43.89,0.005498281786941581,9809.37289,0.00439874910920339
2010-02-04 22:00:00-08:00,Cell_3,Sideways,Low,42.62,-0.028935976304397357,9582.04289,-0.02317477401962645
2010-02-05 06:00:00-08:00,Cell_3,Sideways,Low,42.98,0.008446738620366025,9646.48289,0.006725079478328237
2010-02-08 22:00:00-08:00,Cell_3,Sideways,Low,42.67,-0.0072126570497906,9590.99289,-0.005752355613207334
2010-02-09 22:00:00-08:00,Cell_3,Sideways,Low,43.11,0.010311694398875087,9669.75289,0.008211871378000783
2010-02-10 22:00:00-08:00,Cell_3,Sideways,Low,43.02,-0.0020876826722338203,9653.64289,-0.0016660198231808177
2010-02-11 22:00:00-08:00,Cell_4,Sideways,High,43.67,0.015109251510925152,9711.50946,0.00599427290395657
2010-02-12 06:00:00-08:00,Cell_4,Sideways,High,43.76,0.002060911380810625,9711.50946,0.0
2010-02-16 22:00:00-08:00,Cell_4,Sideways,High,44.32,0.012797074954296161,9800.50946,0.009164383803215695
2010-02-17 22:00:00-08:00,Cell_4,Sideways,High,44.57,0.005640794223826715,9841.50946,0.004183455989439961
2010-02-18 22:00:00-08:00,Cell_4,Sideways,High,44.85,0.006282252636302446,9788.51446,-0.005384844694342244
2010-02-19 06:00:00-08:00,Cell_4,Sideways,High,44.83,-0.0004459308807134894,9788.51446,0.0
2010-02-22 22:00:00-08:00,Cell_4,Sideways,High,44.74,-0.002007584207004238,9664.00946,-0.012719499011701925
2010-02-23 22:00:00-08:00,Cell_3,Sideways,Low,44.16,-0.012963790791238265,9625.329939015,-0.004002429958817528
2010-02-24 22:00:00-08:00,Cell_3,Sideways,Low,44.61,0.010190217391304348,9704.473023015,0.008222376219978081
2010-02-25 22:00:00-08:00,Cell_1,BullStrong,Low,44.6,-0.00022416498542927594,9585.330680831,-0.01227705429253537
2010-02-26 06:00:00-08:00,Cell_1,BullStrong,Low,44.76,0.003587443946188341,9599.250680831,0.0014522190692740093
2010-03-01 22:00:00-08:00,Cell_1,BullStrong,Low,45.41,0.0145218945487042,9962.162120831,0.03780622593018719
2010-03-02 22:00:00-08:00,Cell_1,BullStrong,Low,45.55,0.0030830213609337152,9978.812040831,0.0016713159049263832
